TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	34783	PHYS	1007	L4	LAB	F	835	1125	70
Fall	34784	PHYS	1007	L5	LAB	R	1305	1555	70
Fall	34785	PHYS	1007	L6	LAB	R	835	1125	70
Fall	34786	PHYS	1007	L7	LAB	F	1435	1725	70
Fall	34787	PHYS	1007	L8	LAB	M	1305	1555	70
Fall	34788	PHYS	1007	L9	LAB	M	835	1125	70
Winter	14478	PHYS	1008	A	LEC	WF	1305	1425	148
Winter	14479	PHYS	1008	B	LEC	MW	1605	1725	154
Winter	14480	PHYS	1008	L1	LAB	R	835	1125	70
Winter	14481	PHYS	1008	L2	LAB	R	1305	1555	70
Winter	14482	PHYS	1008	L3	LAB	F	835	1125	70
Winter	14483	PHYS	1008	L4	LAB	W	835	1125	70
Winter	14484	PHYS	1008	L5	LAB	T	835	1125	70
Winter	14485	PHYS	1008	L6	LAB	T	1305	1555	70
Winter	14486	PHYS	1008	L7	LAB	W	1305	1555	70
Fall	34789	PHYS	1901	T	LEC				9000
Winter	14487	PHYS	1902	V	LEC				9000
Fall	34790	PHYS	1905	T	LEC				9000
Fall	34791	PHYS	2004	A	LEC	WF	1435	1555	96
Winter	14488	PHYS	2202	A	LEC	WF	1435	1555	63
Winter	14489	PHYS	2202	A1	LAB	F	835	1125	36
Winter	14490	PHYS	2202	A2	LAB	W	835	1125	36
Winter	14491	PHYS	2202	A3	LAB	T	1305	1555	36
Winter	14492	PHYS	2202	A4	LAB	M	835	1125	36
Winter	14493	PHYS	2202	A5	LAB	R	1305	1555	36
Fall	34792	PHYS	2203	A	LEC	TR	1605	1725	98
Winter	14494	PHYS	2305	A	LEC	TR	1135	1255	63
Fall	34793	PHYS	2401	A	LEC	MW	1135	1255	76
Fall	34794	PHYS	2604	A	LEC	WF	1435	1555	96
Fall	34795	PHYS	2604	A1	LAB	M	835	1125	36
Fall	34796	PHYS	2604	A2	LAB	W	835	1125	36
Fall	34797	PHYS	2604	A3	LAB	R	835	1125	36
Fall	34798	PHYS	2604	A4	LAB	R	1305	1555	36
Fall	34799	PHYS	2604	A5	LAB	T	835	1125	36
Fall	34800	PHYS	2604	A6	LAB	F	835	1125	36
Fall	34801	PHYS	2801	A	LEC	MW	1605	1725	80
Winter	14495	PHYS	2903	W	LEC				9000
Fall	34802	PHYS	3007	A	LAB	WF	1305	1555	20
Fall	34803	PHYS	3007	B	LAB	MW	835	1125	20
Fall	34804	PHYS	3009	A	LAB	WF	1305	1555	30
Fall	34805	PHYS	3308	A	LEC	TR	1135	1255	56
Winter	14496	PHYS	3606	A	LEC	TR	1605	1725	51
Winter	14497	PHYS	3606	A1	LAB	R	1305	1555	20
Winter	14498	PHYS	3606	A2	LAB	F	1305	1555	20
Winter	14499	PHYS	3606	A3	LAB	F	835	1125	20
Winter	14500	PHYS	3606	A4	LAB	W	1305	1555	20
Winter	14501	PHYS	3608	A	LEC	TR	1605	1725	51
Winter	14502	PHYS	3608	A1	LAB	R	1305	1555	20
Fall	34806	PHYS	3701	A	LEC	WF	1605	1725	52
Winter	14503	PHYS	3701	B	LEC	WF	1305	1425	51
Fall	34807	PHYS	3802	A	LEC	TR	1305	1425	42
Winter	14504	PHYS	3807	A	LEC	MW	1005	1125	67
Winter	14505	PHYS	3807	A1	TUT	M	1735	1825	63
Fall	34808	PHYS	3999	A	WRK				
Winter	14506	PHYS	3999	A	WRK				
Winter	14507	PHYS	4007	A	LAB	TR	835	1125	20
Winter	14508	PHYS	4007	B	LAB	MW	835	1125	20
Fall	34809	PHYS	4008	A	LAB	TR	835	1125	20
Winter	14509	PHYS	4201	A	LEC	TR	835	955	52
Fall	34810	PHYS	4203	A	LEC	MW	1135	1255	42
Winter	14510	PHYS	4409	A	LEC	WF	1135	1255	66
Winter	14511	PHYS	4602	A	LEC	TR	1005	1125	42
Fall	34811	PHYS	4707	A	LEC	WF	1305	1425	76
Winter	14512	PHYS	4708	A	LEC	MW	1435	1555	36
Fall	34812	PHYS	4807	A	LEC	MW	1605	1725	33
Fall	34813	PHYS	4907	A	REP				
Winter	14513	PHYS	4908	A	REP				
Fall	34814	PHYS	4909	A	REP				
Winter	14514	PHYS	4909	A	REP				
Fall	34827	POLM	3000	A	LEC	T	1435	1725	66
Winter	14526	POLM	4010	W	LEC	W	1805	2055	25
Winter	14527	POLM	4012	W	SEM	R	1435	1725	25
Fall	34841	PSCI	1100	A	LEC	F	1135	1325	285
Fall	34842	PSCI	1100	A01	TUT	F	1035	1125	40
Fall	34843	PSCI	1100	A02	TUT	F	1035	1125	29
Fall	34844	PSCI	1100	A03	TUT	F	1035	1125	57
Fall	34845	PSCI	1100	A04	TUT	F	1035	1125	40
Fall	34846	PSCI	1100	A05	TUT	F	1035	1125	34
Fall	34847	PSCI	1100	A06	TUT	F	1035	1125	41
Fall	34848	PSCI	1100	A07	TUT	F	1335	1425	18
Fall	34849	PSCI	1100	A08	TUT	F	1335	1425	20
Fall	34850	PSCI	1100	A09	TUT	F	1335	1425	23
Fall	34851	PSCI	1100	A10	TUT	F	1335	1425	41
Fall	34852	PSCI	1100	A11	TUT	F	1335	1425	42
Fall	34853	PSCI	1100	A12	TUT	F	1335	1425	42
Fall	34854	PSCI	1100	A13	TUT	F	1335	1425	48
Winter	14541	PSCI	1100	B	LEC	T	1435	1625	331
Winter	14542	PSCI	1100	B01	TUT	T	1335	1425	27
Winter	14543	PSCI	1100	B02	TUT	T	1335	1425	27
Winter	14544	PSCI	1100	B03	TUT	T	1335	1425	23
Winter	14545	PSCI	1100	B04	TUT	T	1335	1425	79
Winter	14546	PSCI	1100	B05	TUT	T	1335	1425	56
Winter	14547	PSCI	1100	B06	TUT	T	1335	1425	56
Winter	14548	PSCI	1100	B07	TUT	T	1635	1725	31
Winter	14549	PSCI	1100	B08	TUT	T	1635	1725	42
Winter	14550	PSCI	1100	B09	TUT	T	1635	1725	23
Winter	14551	PSCI	1100	B10	TUT	T	1635	1725	27
Winter	14552	PSCI	1100	B11	TUT	T	1635	1725	42
Winter	14553	PSCI	1100	B12	TUT	T	1635	1725	48
Winter	14554	PSCI	1100	B13	TUT	T	1635	1725	40
Fall	34855	PSCI	1200	A	LEC	M	1135	1325	386
Fall	34856	PSCI	1200	A01	TUT	M	1335	1425	27
Fall	34857	PSCI	1200	A02	TUT	M	1335	1425	27
Fall	34858	PSCI	1200	A03	TUT	M	1335	1425	27
Fall	34859	PSCI	1200	A04	TUT	M	1335	1425	18
Fall	34860	PSCI	1200	A05	TUT	M	1335	1425	20
Fall	34861	PSCI	1200	A06	TUT	M	1335	1425	23
Fall	34862	PSCI	1200	A07	TUT	M	1035	1125	30
Fall	34863	PSCI	1200	A08	TUT	M	1035	1125	20
Fall	34864	PSCI	1200	A09	TUT	M	1035	1125	28
Fall	34865	PSCI	1200	A10	TUT	M	1035	1125	23
Fall	34866	PSCI	1200	A11	TUT	M	1035	1125	40
Fall	34867	PSCI	1200	A12	TUT	M	1035	1125	40
Fall	34868	PSCI	1200	A13	TUT	M	1035	1125	51
Winter	14555	PSCI	1200	B	LEC	W	1235	1425	9000
Winter	14556	PSCI	1200	B01	TUT	W	1435	1525	9000
Winter	14557	PSCI	1200	B02	TUT	W	1435	1525	9000
Winter	14558	PSCI	1200	B03	TUT	W	1435	1525	9000
Winter	14559	PSCI	1200	B04	TUT	W	1435	1525	9000
Winter	14560	PSCI	1200	B05	TUT	W	1435	1525	9000
Winter	14561	PSCI	1200	B06	TUT	W	1435	1525	9000
Winter	14562	PSCI	1200	B07	TUT	W	1535	1625	9000
Winter	14563	PSCI	1200	B08	TUT	W	1535	1625	9000
Winter	14564	PSCI	1200	B09	TUT	W	1535	1625	9000
Winter	14565	PSCI	1200	B10	TUT	W	1535	1625	9000
Winter	14566	PSCI	1200	B11	TUT	W	1535	1625	9000
Winter	14567	PSCI	1200	B12	TUT	W	1535	1625	9000
Winter	14568	PSCI	1200	B13	TUT	W	1535	1625	9000
Winter	14569	PSCI	1500	B	LEC	R	1535	1725	120
Winter	14570	PSCI	1500	B01	TUT	T	1035	1125	23
Winter	14571	PSCI	1500	B02	TUT	T	1035	1125	20
Winter	14572	PSCI	1500	B03	TUT	T	1035	1125	39
Winter	14573	PSCI	1500	B04	TUT	T	1135	1225	23
Winter	14574	PSCI	1500	B05	TUT	T	1135	1225	42
Winter	14575	PSCI	1500	B06	TUT	T	1135	1225	40
Fall	34869	PSCI	2002	A	LEC	T	1435	1625	108
Fall	34870	PSCI	2002	A01	GRP	T	1335	1425	26
Fall	34871	PSCI	2002	A02	GRP	T	1335	1425	47
Fall	34872	PSCI	2002	A03	GRP				
Fall	34873	PSCI	2002	A04	GRP	T	1635	1725	56
Fall	34874	PSCI	2002	A05	GRP	T	1635	1725	56
Winter	14576	PSCI	2002	B	LEC	M	1435	1625	192
Winter	14577	PSCI	2002	B01	GRP	M	1335	1425	31
Winter	14578	PSCI	2002	B02	GRP	M	1335	1425	32
Winter	14579	PSCI	2002	B03	GRP	M	1335	1425	27
Winter	14580	PSCI	2002	B04	GRP	M	1635	1725	40
Winter	14581	PSCI	2002	B05	GRP	M	1635	1725	25
Fall	34875	PSCI	2003	A	LEC	T	1235	1425	9000
Fall	34876	PSCI	2003	A01	GRP	T	1135	1225	9000
Fall	34877	PSCI	2003	A02	GRP	T	1135	1225	9000
Fall	34878	PSCI	2003	A03	GRP	T	1135	1225	9000
Fall	34879	PSCI	2003	A04	GRP	T	1435	1525	9000
Fall	34880	PSCI	2003	A05	GRP	T	1435	1525	9000
Fall	34881	PSCI	2003	B	LEC	T	1235	1425	9000
Fall	34882	PSCI	2003	B01	GRP	F	1335	1425	9000
Fall	34883	PSCI	2003	B02	GRP	F	1335	1425	9000
Fall	34884	PSCI	2003	B03	GRP	F	1335	1425	9000
Fall	34885	PSCI	2003	B04	GRP	F	1335	1425	9000
Fall	34886	PSCI	2003	B05	GRP				
Winter	14582	PSCI	2003	C	LEC	T	1135	1325	120
Winter	14583	PSCI	2003	C01	GRP	T	1335	1425	48
Winter	14584	PSCI	2003	C02	GRP	T	1335	1425	78
Winter	14585	PSCI	2003	C03	GRP	T	1335	1425	120
Winter	14586	PSCI	2003	C04	GRP	T	1435	1525	25
Winter	14587	PSCI	2003	C05	GRP	T	1435	1525	52
Winter	14588	PSCI	2003	D	LEC	T	1135	1325	120
Winter	14589	PSCI	2003	D01	GRP	T	1335	1425	54
Winter	14590	PSCI	2003	D02	GRP	T	1335	1425	32
Winter	14591	PSCI	2003	D03	GRP	T	1335	1425	39
Winter	14592	PSCI	2003	D04	GRP	T	1435	1525	52
Winter	14593	PSCI	2003	D05	GRP	T	1435	1525	27
Fall	34887	PSCI	2102	A	LEC	W	1235	1425	96
Fall	34888	PSCI	2102	A01	GRP	W	1135	1225	25
Fall	34889	PSCI	2102	A02	GRP	W	1135	1225	25
Fall	34890	PSCI	2102	A03	GRP	W	1135	1225	27
Fall	34891	PSCI	2102	A04	GRP	W	1435	1525	42
Fall	34892	PSCI	2102	A05	GRP	W	1435	1525	6
Fall	34893	PSCI	2102	A06	GRP	W	1435	1525	30
Winter	14594	PSCI	2200	A	LEC	W	1135	1325	9000
Winter	14595	PSCI	2200	A01	GRP	W	1035	1125	9000
Winter	14596	PSCI	2200	A02	GRP	W	1035	1125	9000
Winter	14597	PSCI	2200	A03	GRP	W	1035	1125	9000
Winter	14598	PSCI	2200	A04	GRP	W	1335	1425	9000
Winter	14599	PSCI	2200	A05	GRP	W	1335	1425	9000
Fall	34894	PSCI	2301	A	LEC	F	1135	1325	154
Fall	34895	PSCI	2301	A01	TUT	F	1035	1125	42
Fall	34896	PSCI	2301	A02	TUT	F	1035	1125	42
Fall	34897	PSCI	2301	A03	TUT				
Fall	34898	PSCI	2301	A04	TUT	F	1335	1425	42
Fall	34899	PSCI	2301	A05	TUT	F	1335	1425	42
Winter	14600	PSCI	2301	B	LEC	T	1135	1325	54
Winter	14601	PSCI	2301	B01	TUT	T	1035	1125	27
Winter	14602	PSCI	2301	B02	TUT	T	1035	1125	30
Winter	14603	PSCI	2301	B03	TUT	T	1035	1125	67
Winter	14604	PSCI	2301	B04	TUT	T	1335	1425	40
Winter	14605	PSCI	2301	B05	TUT	T	1335	1425	52
Fall	34900	PSCI	2302	A	LEC	W	1135	1325	9000
Fall	34901	PSCI	2302	A01	TUT	W	1035	1125	9000
Fall	34902	PSCI	2302	A02	TUT	W	1035	1125	9000
Fall	34903	PSCI	2302	A03	TUT	W	1035	1125	9000
Fall	34904	PSCI	2302	A04	TUT	W	1335	1425	9000
Fall	34905	PSCI	2302	A05	TUT	W	1335	1425	9000
Winter	14606	PSCI	2302	B	LEC	R	1435	1625	94
Winter	14607	PSCI	2302	B01	TUT	R	1335	1425	52
Winter	14608	PSCI	2302	B02	TUT	R	1335	1425	42
Winter	14609	PSCI	2302	B03	TUT	R	1335	1425	27
Winter	14610	PSCI	2302	B04	TUT	R	1635	1725	40
Winter	14611	PSCI	2302	B05	TUT	R	1635	1725	28
Fall	34906	PSCI	2500	A	LEC	R	1435	1625	80
Fall	34907	PSCI	2500	A01	GRP	R	1335	1425	42
Fall	34908	PSCI	2500	A02	GRP	R	1335	1425	42
Fall	34909	PSCI	2500	A03	GRP	R	1635	1725	31
Fall	34910	PSCI	2500	A04	GRP	R	1635	1725	42
Fall	34911	PSCI	2601	A	LEC	T	1805	1955	108
Fall	34912	PSCI	2601	A01	GRP	T	1705	1755	55
Fall	34913	PSCI	2601	A02	GRP	T	1705	1755	25
Fall	34914	PSCI	2601	A03	GRP	T	1705	1755	97
Fall	34915	PSCI	2601	A04	GRP	T	2005	2055	97
Fall	34916	PSCI	2601	A05	GRP	T	2005	2055	48
Winter	14612	PSCI	2601	B	LEC	R	1535	1725	108
Winter	14613	PSCI	2601	B01	GRP	R	1435	1525	25
Winter	14614	PSCI	2601	B02	GRP	R	1435	1525	25
Winter	14615	PSCI	2601	B03	GRP	R	1435	1525	27
Winter	14616	PSCI	2601	B04	GRP	R	1735	1825	30
Winter	14617	PSCI	2601	B05	GRP	R	1735	1825	31
Fall	34917	PSCI	2602	A	LEC	M	935	1125	108
Fall	34918	PSCI	2602	A01	GRP	M	835	925	25
Fall	34919	PSCI	2602	A02	GRP	M	835	925	27
Fall	34920	PSCI	2602	A03	GRP	M	835	925	27
Fall	34921	PSCI	2602	A04	GRP	M	1135	1225	34
Fall	34922	PSCI	2602	A05	GRP	M	1135	1225	32
Winter	14618	PSCI	2602	B	LEC	M	935	1125	189
Winter	14619	PSCI	2602	B01	GRP	M	1235	1325	25
Winter	14620	PSCI	2602	B02	GRP	M	1235	1325	31
Winter	14621	PSCI	2602	B03	GRP	M	1235	1325	27
Winter	14622	PSCI	2602	B04	GRP	M	1135	1225	52
Winter	14623	PSCI	2602	B05	GRP	M	1135	1225	48
Fall	34923	PSCI	2701	A	LEC	R	835	1125	134
Winter	14624	PSCI	2701	B	LEC	T	1435	1725	9000
Winter	14625	PSCI	2701	B01	GRP				
Winter	14626	PSCI	2701	B02	GRP				
Winter	14627	PSCI	2701	B03	GRP				
Winter	14628	PSCI	2701	B04	GRP				
Winter	14629	PSCI	2701	B05	GRP				
Fall	34924	PSCI	2702	A	LEC	R	935	1125	98
Fall	34925	PSCI	2702	A01	GRP	R	835	925	48
Fall	34926	PSCI	2702	A02	GRP				
Fall	34927	PSCI	2702	A03	GRP	R	1135	1225	26
Fall	34928	PSCI	2702	A04	GRP	R	1135	1225	48
Fall	34929	PSCI	2702	A05	GRP				
Winter	14630	PSCI	2702	B	LEC	W	1135	1425	134
Winter	14631	PSCI	3006	A	LEC	F	1135	1425	154
Fall	34930	PSCI	3007	A	LEC	R	835	1125	78
Winter	14632	PSCI	3100	A	LEC	W	1135	1425	50
Winter	14633	PSCI	3105	A	LEC	M	1135	1425	78
Winter	14634	PSCI	3107	A	LEC	M	1135	1425	66
Fall	34931	PSCI	3108	A	LEC				
Winter	15616	PSCI	3108	A	LEC	W	835	1125	52
Fall	34932	PSCI	3204	A	LEC	T	1135	1425	66
Fall	34933	PSCI	3207	A	LEC	MW	1005	1125	9000
Winter	14635	PSCI	3208	A	LEC	W	835	1125	66
Fall	34934	PSCI	3300	A	LEC	T	835	1125	66
Winter	14636	PSCI	3311	B	LEC	M	1435	1725	66
Fall	34935	PSCI	3312	A	LEC	R	1135	1425	47
Fall	34936	PSCI	3406	A	LEC				
Fall	34937	PSCI	3410	A	LEC	T	1435	1725	66
Winter	15523	PSCI	3600	A	LEC	R	835	1125	56
Fall	34938	PSCI	3606	A	LEC	F	1135	1425	66
Winter	14637	PSCI	3607	A	LEC	R	835	1125	78
Fall	34939	PSCI	3608	A	LEC	R	835	1125	66
Fall	34940	PSCI	3702	A	LEC	R	1435	1725	9000
Winter	14638	PSCI	3801	A	LEC	T	1435	1725	96
Fall	34941	PSCI	3802	A	LEC	M	1805	2055	66
Winter	14639	PSCI	3802	B	LEC	W	1135	1425	108
Fall	34942	PSCI	3805	A	LEC	M	1435	1725	98
Fall	34943	PSCI	3809	A	LEC	R	1135	1425	58
Winter	14640	PSCI	3809	B	LEC	T	835	1125	58
Fall	34944	PSCI	3900	A	DIR				
Winter	14641	PSCI	3900	A	DIR				
Fall	34945	PSCI	3905	A	OTH				
Winter	14642	PSCI	3905	B	OTH				
Fall	34946	PSCI	3906	A	OTH				
Winter	14643	PSCI	3906	A	OTH				
Fall	34947	PSCI	3907	A	OTH				
Winter	14644	PSCI	3907	B	OTH				
Fall	34948	PSCI	3999	A	WRK				
Winter	14645	PSCI	3999	A	WRK				
Fall	34949	PSCI	4003	A	SEM				
Winter	14646	PSCI	4006	A	SEM	F	835	1125	30
Fall	34950	PSCI	4008	A	SEM	W	1435	1725	27
Winter	14647	PSCI	4009	A	SEM	R	835	1125	51
Winter	14648	PSCI	4104	A	SEM	T	1135	1425	27
Fall	34951	PSCI	4105	A	SEM	W	1135	1425	30
Fall	34952	PSCI	4109	A	SEM	R	1435	1725	9000
Fall	34953	PSCI	4206	A	SEM	W	1135	1425	51
Fall	34954	PSCI	4311	A	SEM	M	1435	1725	18
Winter	14649	PSCI	4318	A	SEM	T	1435	1725	18
Winter	14650	PSCI	4407	B	SEM	W	1435	1725	9000
Winter	14651	PSCI	4500	A	SEM	R	1435	1725	41
Fall	35770	PSCI	4503	A	SEM	T	1135	1425	28
Winter	14652	PSCI	4505	B	SEM	T	1435	1725	29
Fall	34955	PSCI	4506	A	SEM	R	1135	1425	27
Fall	34956	PSCI	4603	A	SEM	R	1435	1725	9000
Fall	34957	PSCI	4605	A	SEM	T	1435	1725	27
Fall	34958	PSCI	4606	A	SEM				
Winter	15617	PSCI	4606	A	SEM	R	835	1125	31
Fall	34959	PSCI	4801	A	SEM	W	835	1125	28
Fall	34960	PSCI	4801	B	SEM	W	1135	1425	42
Winter	14653	PSCI	4803	A	SEM	W	1135	1425	40
Winter	14654	PSCI	4805	A	SEM	R	1435	1725	23
Winter	14655	PSCI	4806	A	SEM	M	1135	1425	9000
Winter	14656	PSCI	4807	A	SEM	F	835	1125	52
Winter	14657	PSCI	4808	A	SEM	R	1135	1425	27
Fall	34961	PSCI	4809	A	SEM	M	1135	1425	9000
Fall	34962	PSCI	4809	B	SEM	R	835	1125	27
Fall	34963	PSCI	4901	A	TUT				
Winter	14658	PSCI	4902	B	TUT				
Fall	34964	PSCI	4905	A	SEM				
Winter	14659	PSCI	4905	B	SEM				
Fall	34965	PSCI	4906	A	SEM				
Winter	14660	PSCI	4906	B	SEM				
Fall	34966	PSCI	4908	A	RES				
Winter	14661	PSCI	4908	A	RES				
Fall	34967	PSCI	4908	B	RES				
Fall	34968	PSCI	4908	C	RES				
Fall	34969	PSCI	4909	A	HON				
Winter	14662	PSCI	4909	A	HON				
Fall	34970	PSCI	4909	B	HON				
Winter	14663	PSCI	4909	B	HON				
Fall	34971	PSCI	4909	C	HON				
Winter	14664	PSCI	4909	C	HON				
Fall	34996	PSYC	1001	A	LEC	WF	1005	1125	154
Fall	34997	PSYC	1001	B	LEC	MW	1305	1425	120
Fall	34998	PSYC	1001	C	LEC	TR	1005	1125	393
Fall	34999	PSYC	1001	D	LEC	WF	835	955	444
Fall	35000	PSYC	1001	E	LEC	T	1805	2055	9000
Fall	35001	PSYC	1001	F	LEC	R	1805	2055	285
Fall	35002	PSYC	1001	G	LEC	M	1435	1725	444
Fall	35003	PSYC	1001	H	LEC				9000
Winter	14691	PSYC	1001	J	LEC	T	1805	2055	285
Fall	35004	PSYC	1001	K	LEC	W	1805	2055	204
Winter	14692	PSYC	1001	L	LEC	W	835	1125	9000
Fall	35005	PSYC	1001	M	LEC	R	1435	1725	393
Winter	14693	PSYC	1002	A	LEC	MW	1005	1125	204
Winter	14694	PSYC	1002	B	LEC	TR	1005	1125	151
Winter	14695	PSYC	1002	C	LEC	TR	1305	1425	236
Fall	35006	PSYC	1002	D	LEC	M	835	1125	331
Winter	14696	PSYC	1002	E	LEC	WF	1435	1555	236
Winter	14697	PSYC	1002	F	LEC	W	1805	2055	9000
Winter	14698	PSYC	1002	G	LEC	M	1805	2055	285
Winter	14699	PSYC	1002	H	LEC	T	1805	2055	331
Winter	14700	PSYC	1002	J	LEC	F	835	1125	236
Winter	14701	PSYC	1002	K	LEC	M	1435	1725	9000
Fall	35007	PSYC	1002	L	LEC	W	1435	1725	331
Fall	35008	PSYC	1002	M	LEC				9000
Fall	35009	PSYC	2001	A	LEC	TR	1305	1425	236
Fall	35010	PSYC	2001	B	LEC	R	835	1125	189
Fall	35011	PSYC	2001	C	LEC	M	1805	2055	189
Fall	35012	PSYC	2001	D	LEC				9000
Winter	14702	PSYC	2001	E	LEC	MW	1305	1425	192
Fall	35013	PSYC	2002	A	LEC	M	1805	2055	236
Winter	14703	PSYC	2002	B	LEC	TR	1005	1125	348
Winter	14704	PSYC	2002	C	LEC	TR	1305	1425	154
Winter	14705	PSYC	2002	D	LEC	MW	1135	1255	204
Winter	14706	PSYC	2002	E	LEC	M	1805	2055	9000
Fall	35014	PSYC	2100	A	LEC	WF	1435	1555	236
Winter	14707	PSYC	2100	B	LEC	TR	835	955	236
Fall	35015	PSYC	2301	A	LEC				9000
Winter	14708	PSYC	2301	B	LEC				9000
Winter	14709	PSYC	2301	C	LEC	F	1135	1425	331
Fall	35016	PSYC	2307	A	LEC	MW	1005	1125	96
Fall	35017	PSYC	2307	B	LEC	T	1135	1425	108
Winter	14710	PSYC	2307	C	LEC	T	1135	1425	108
Fall	35018	PSYC	2400	A	LEC	W	1805	2055	393
Fall	35019	PSYC	2400	B	LEC				9000
Winter	14711	PSYC	2400	C	LEC	M	1435	1725	204
Winter	14712	PSYC	2400	D	LEC	W	1435	1725	236
Fall	35020	PSYC	2500	A	LEC	T	1805	2055	204
Fall	35021	PSYC	2500	B	LEC				9000
Winter	14713	PSYC	2500	C	LEC				9000
Fall	35022	PSYC	2600	A	LEC	WF	1305	1425	236
Winter	14714	PSYC	2600	B	LEC				9000
Fall	35023	PSYC	2700	A	LEC				9000
Fall	35024	PSYC	2700	B	LEC				9000
Winter	14715	PSYC	2700	C	LEC	M	1435	1725	236
Fall	35025	PSYC	2801	A	LEC	R	1805	2055	204
Winter	14716	PSYC	2801	B	LEC	W	1805	2055	9000
Fall	35026	PSYC	3000	A	LEC	TR	1305	1425	78
Winter	14717	PSYC	3000	A	LEC	TR	1305	1425	78
Fall	35027	PSYC	3000	A1	TUT	F	1135	1225	76
Winter	14718	PSYC	3000	A1	TUT	F	1135	1225	78
Fall	35028	PSYC	3000	B	LEC	TR	1605	1725	78
Winter	14719	PSYC	3000	B	LEC	TR	1605	1725	78
Fall	35029	PSYC	3000	B1	TUT	F	835	925	79
Winter	14720	PSYC	3000	B1	TUT	F	835	925	80
Fall	35030	PSYC	3000	C	LEC	W	1435	1725	78
Winter	14721	PSYC	3000	C	LEC	W	1435	1725	78
Fall	35031	PSYC	3000	C1	TUT	T	1035	1125	52
Winter	14722	PSYC	3000	C1	TUT	T	1035	1125	76
Fall	35032	PSYC	3000	D	LEC	MW	1005	1125	78
Winter	14723	PSYC	3000	D	LEC	MW	1005	1125	78
Fall	35033	PSYC	3000	D1	TUT	T	935	1025	9000
Winter	14724	PSYC	3000	D1	TUT	T	935	1025	9000
Fall	35034	PSYC	3000	E	LEC	M	1805	2055	9000
Winter	14725	PSYC	3000	E	LEC	M	1805	2055	9000
Fall	35035	PSYC	3000	E1	TUT	T	1905	1955	9000
Winter	14726	PSYC	3000	E1	TUT	T	1905	1955	9000
Fall	35036	PSYC	3000	F	LEC	T	1805	2055	9000
Winter	14727	PSYC	3000	F	LEC	T	1805	2055	9000
Fall	35037	PSYC	3000	F1	TUT	W	1805	1855	9000
Winter	14728	PSYC	3000	F1	TUT	W	1805	1855	9000
Winter	14729	PSYC	3001	B	LEC				
Fall	35038	PSYC	3100	A	SEM	W	1135	1425	27
Winter	14730	PSYC	3100	A	SEM	W	1135	1425	54
Fall	35039	PSYC	3100	A1	LAB	F	835	1125	25
Winter	14731	PSYC	3100	A1	LAB	F	835	1125	25
Winter	14732	PSYC	3106	A	LEC	T	1435	1725	96
Fall	35040	PSYC	3300	A	SEM	M	1135	1425	27
Winter	14733	PSYC	3300	A	SEM	M	1135	1425	31
Fall	35041	PSYC	3300	A1	LAB	F	835	1125	48
Winter	14734	PSYC	3300	A1	LAB	F	835	1125	30
Fall	35042	PSYC	3300	B	SEM	T	835	1125	27
Winter	14735	PSYC	3300	B	SEM	T	835	1125	27
Fall	35043	PSYC	3300	B1	LAB	R	835	1125	25
Winter	14736	PSYC	3300	B1	LAB	R	835	1125	25
Fall	35044	PSYC	3301	A	LEC				9000
Winter	14737	PSYC	3301	B	LEC	F	835	1125	204
Fall	35045	PSYC	3302	A	LEC	MW	1605	1725	148
Winter	14738	PSYC	3302	B	LEC	M	1135	1425	9000
Winter	14739	PSYC	3307	B	LEC	W	1135	1425	48
Fall	35046	PSYC	3400	A	SEM	M	835	1125	25
Winter	14740	PSYC	3400	A	SEM	M	835	1125	35
Fall	35047	PSYC	3400	A1	LAB	W	835	1125	25
Winter	14741	PSYC	3400	A1	LAB	W	835	1125	25
Fall	35048	PSYC	3400	B	SEM	W	1435	1725	42
Winter	14742	PSYC	3400	B	SEM	W	1435	1725	25
Fall	35049	PSYC	3400	B1	LAB	F	1435	1725	25
Winter	14743	PSYC	3400	B1	LAB	F	1435	1725	30
Fall	35050	PSYC	3400	C	SEM	T	1435	1725	9000
Winter	14744	PSYC	3400	C	SEM	T	1435	1725	9000
Fall	35051	PSYC	3400	C1	LAB	R	835	1125	9000
Winter	14745	PSYC	3400	C1	LAB	R	835	1125	9000
Fall	35052	PSYC	3402	A	LEC				9000
Fall	35053	PSYC	3402	B	LEC	M	1435	1725	151
Winter	14746	PSYC	3402	C	LEC				9000
Fall	35054	PSYC	3403	A	LEC				9000
Fall	35055	PSYC	3403	B	LEC	F	835	1125	151
Winter	14747	PSYC	3403	C	LEC	M	1135	1425	9000
Fall	35056	PSYC	3404	A	LEC	F	1135	1425	96
Winter	14748	PSYC	3404	B	LEC	R	1135	1425	78
Fall	35057	PSYC	3405	A	LEC	WF	1135	1255	189
Fall	35058	PSYC	3500	A	SEM	M	1435	1725	35
Winter	14749	PSYC	3500	A	SEM	M	1435	1725	35
Fall	35059	PSYC	3500	A1	LAB	F	1135	1425	25
Winter	14750	PSYC	3500	A1	LAB	F	1135	1425	25
Fall	35060	PSYC	3505	A	LEC	TR	835	955	151
Winter	14751	PSYC	3505	B	LEC				9000
Fall	35061	PSYC	3506	A	LEC				9000
Winter	14752	PSYC	3506	B	LEC				9000
Winter	14753	PSYC	3507	B	LEC	MW	1135	1255	236
